"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"num_clinical_conditions_cat","4+ conditions","4+","0","c19","adj",0.319,1.376,1.186,1.596,0.0758,4.21,0
"health_board","Betsi Cadwaladr University Health Board","bc","0","c19","adj",-0.267,0.765,0.75,0.781,0.0105,-25.48,0
"health_board","Cardiff and Vale University Health Board","cv","0","c19","adj",-0.214,0.807,0.79,0.825,0.0111,-19.3,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","c19","adj",-0.033,0.967,0.947,0.988,0.0108,-3.09,0.002
"health_board","Hywel Dda University Health Board","hd","0","c19","adj",-0.385,0.68,0.665,0.697,0.0119,-32.4,0
"health_board","Powys Teaching Health Board","pt","0","c19","adj",-0.053,0.948,0.904,0.994,0.0243,-2.2,0.0281
"health_board","Swansea Bay University Health Board","sb","0","c19","adj",-0.33,0.719,0.704,0.734,0.0107,-30.74,0
"wimd2019_quintile","1st (Most deprived)","1","0","flu","adj",-0.449,0.639,0.63,0.648,0.0073,-61.83,0
"wimd2019_quintile","2nd","2","0","flu","adj",-0.314,0.731,0.721,0.741,0.0071,-44.25,0
"wimd2019_quintile","3rd","3","0","flu","adj",-0.256,0.774,0.764,0.785,0.0071,-36.04,0
"wimd2019_quintile","4th","4","0","flu","adj",-0.091,0.913,0.9,0.925,0.0071,-12.91,0
"age_cat","18-50","18-50","0","flu","adj",-2.751,0.064,0.063,0.065,0.0109,-253.27,0
"age_cat","50-65","50-65","0","flu","adj",-1.646,0.193,0.189,0.196,0.0088,-187.53,0
"age_cat","65-80","65-80","0","flu","adj",-0.031,0.969,0.953,0.986,0.0088,-3.55,4e-04
"gndr_cd","Male","1","0","flu","adj",-0.202,0.817,0.81,0.824,0.0045,-45.41,0
"ethn_cat","Asian","a","0","flu","adj",-0.12,0.887,0.856,0.919,0.0182,-6.59,0
"ethn_cat","Black","b","0","flu","adj",-0.644,0.525,0.485,0.569,0.0408,-15.77,0
"ethn_cat","Mixed","m","0","flu","adj",-0.468,0.626,0.583,0.672,0.0362,-12.92,0
"ethn_cat","Other","o","0","flu","adj",-0.421,0.657,0.611,0.705,0.0363,-11.58,0
"ethn_cat","(Missing)","missing","0","flu","adj",-1.368,0.254,0.245,0.265,0.02,-68.32,0
"bmi_cat","<18.5","<18.5","0","flu","adj",-0.256,0.774,0.747,0.802,0.0181,-14.19,0
"bmi_cat","25-29.9","25-29.9","0","flu","adj",0.129,1.138,1.125,1.151,0.0059,21.92,0
"bmi_cat","30-39.9","30-39.9","0","flu","adj",0.169,1.184,1.17,1.198,0.006,28.22,0
"bmi_cat","40+","40+","0","flu","adj",0.466,1.593,1.561,1.626,0.0103,45.28,0
"urban_rural_class","Rural","r","0","flu","adj",0.07,1.073,1.062,1.084,0.0054,13.05,0
"hh_cat","Alone","1","0","flu","adj",-0.398,0.671,0.663,0.68,0.0064,-61.87,0
"hh_cat","3 members","3","0","flu","adj",-0.256,0.774,0.765,0.783,0.0061,-41.99,0
"hh_cat","4 members","4","0","flu","adj",-0.417,0.659,0.65,0.668,0.0073,-57.03,0
"hh_cat","5 members","5","0","flu","adj",-0.542,0.582,0.57,0.594,0.0106,-51.02,0
"hh_cat","6-10 members","6-10","0","flu","adj",-0.618,0.539,0.527,0.552,0.012,-51.67,0
"hh_cat","11+ members","11+","0","flu","adj",-0.255,0.775,0.742,0.809,0.0222,-11.48,0
"num_clinical_conditions_cat","1 condition","1","0","flu","adj",0.793,2.211,2.188,2.234,0.0053,148.63,0
"num_clinical_conditions_cat","2 conditions","2","0","flu","adj",1.069,2.912,2.859,2.966,0.0094,113.9,0
"num_clinical_conditions_cat","3 conditions","3","0","flu","adj",0.928,2.529,2.438,2.622,0.0186,50,0
"num_clinical_conditions_cat","4+ conditions","4+","0","flu","adj",0.875,2.398,2.214,2.597,0.0407,21.5,0
"health_board","Betsi Cadwaladr University Health Board","bc","0","flu","adj",-0.107,0.899,0.886,0.912,0.0073,-14.58,0
"health_board","Cardiff and Vale University Health Board","cv","0","flu","adj",-0.182,0.834,0.821,0.847,0.008,-22.76,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","adj",-0.23,0.794,0.783,0.806,0.0075,-30.61,0
"health_board","Hywel Dda University Health Board","hd","0","flu","adj",-0.267,0.765,0.753,0.778,0.0085,-31.4,0
"health_board","Powys Teaching Health Board","pt","0","flu","adj",-0.302,0.74,0.717,0.763,0.0159,-18.93,0
"health_board","Swansea Bay University Health Board","sb","0","flu","adj",-0.208,0.812,0.8,0.825,0.0078,-26.61,0
"wimd2019_quintile","1st (Most deprived)","1","0","c19","unadj",-1.026,0.359,0.352,0.365,0.0093,-110.81,0
"wimd2019_quintile","2nd","2","0","c19","unadj",-0.631,0.532,0.522,0.542,0.0096,-65.78,0
"wimd2019_quintile","3rd","3","0","c19","unadj",-0.474,0.622,0.61,0.634,0.0098,-48.43,0
"wimd2019_quintile","4th","4","0","c19","unadj",-0.228,0.796,0.78,0.812,0.0102,-22.27,0
"age_cat","18-50","18-50","0","c19","unadj",-2.187,0.112,0.109,0.116,0.015,-145.45,0
"age_cat","50-65","50-65","0","c19","unadj",-1.04,0.354,0.344,0.364,0.0148,-70.38,0
"age_cat","65-80","65-80","0","c19","unadj",-0.08,0.923,0.895,0.952,0.016,-5.02,0
"gndr_cd","Male","1","0","c19","unadj",-0.269,0.764,0.756,0.773,0.0057,-47.26,0
"ethn_cat","Asian","a","0","c19","unadj",-0.745,0.475,0.458,0.492,0.0185,-40.21,0
"ethn_cat","Black","b","0","c19","unadj",-1.505,0.222,0.208,0.237,0.0327,-46.09,0
"ethn_cat","Mixed","m","0","c19","unadj",-1.248,0.287,0.27,0.305,0.0309,-40.33,0
"ethn_cat","Other","o","0","c19","unadj",-1.036,0.355,0.333,0.379,0.0331,-31.28,0
"ethn_cat","(Missing)","missing","0","c19","unadj",-2.523,0.08,0.078,0.083,0.0147,-171.2,0
"bmi_cat","<18.5","<18.5","0","c19","unadj",-0.437,0.646,0.623,0.67,0.0186,-23.53,0
"bmi_cat","25-29.9","25-29.9","0","c19","unadj",0.314,1.369,1.35,1.389,0.0073,43.2,0
"bmi_cat","30-39.9","30-39.9","0","c19","unadj",0.4,1.492,1.47,1.514,0.0075,53.68,0
"bmi_cat","40+","40+","0","c19","unadj",0.158,1.171,1.143,1.2,0.0123,12.8,0
"urban_rural_class","Rural","r","0","c19","unadj",0.226,1.254,1.238,1.269,0.0063,35.68,0
"hh_cat","Alone","1","0","c19","unadj",-0.428,0.652,0.641,0.664,0.0091,-47.09,0
"hh_cat","3 members","3","0","c19","unadj",-0.582,0.559,0.55,0.568,0.0084,-68.97,0
"hh_cat","4 members","4","0","c19","unadj",-0.873,0.418,0.411,0.425,0.0089,-97.77,0
"hh_cat","5 members","5","0","c19","unadj",-1.269,0.281,0.275,0.287,0.0111,-114.78,0
"hh_cat","6-10 members","6-10","0","c19","unadj",-1.58,0.206,0.201,0.211,0.0114,-138.25,0
"hh_cat","11+ members","11+","0","c19","unadj",-0.624,0.536,0.508,0.565,0.0273,-22.89,0
"num_clinical_conditions_cat","1 condition","1","0","c19","unadj",-0.514,0.598,0.591,0.605,0.0059,-87.49,0
"num_clinical_conditions_cat","2 conditions","2","0","c19","unadj",0.448,1.565,1.523,1.608,0.0139,32.33,0
"num_clinical_conditions_cat","3 conditions","3","0","c19","unadj",0.718,2.051,1.931,2.178,0.0307,23.38,0
"num_clinical_conditions_cat","4+ conditions","4+","0","c19","unadj",0.907,2.476,2.143,2.861,0.0737,12.3,0
"health_board","Betsi Cadwaladr University Health Board","bc","0","c19","unadj",-0.035,0.965,0.948,0.983,0.0094,-3.74,2e-04
"health_board","Cardiff and Vale University Health Board","cv","0","c19","unadj",-0.233,0.792,0.777,0.807,0.0099,-23.53,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","c19","unadj",-0.042,0.959,0.94,0.978,0.0099,-4.24,0
"health_board","Hywel Dda University Health Board","hd","0","c19","unadj",-0.156,0.856,0.838,0.873,0.0104,-14.98,0
"health_board","Powys Teaching Health Board","pt","0","c19","unadj",0.185,1.204,1.152,1.257,0.0223,8.31,0
"health_board","Swansea Bay University Health Board","sb","0","c19","unadj",-0.26,0.771,0.756,0.786,0.0099,-26.25,0
"wimd2019_quintile","1st (Most deprived)","1","0","flu","unadj",-0.507,0.602,0.595,0.609,0.0061,-83.09,0
"wimd2019_quintile","2nd","2","0","flu","unadj",-0.316,0.729,0.721,0.738,0.0059,-53.06,0
"wimd2019_quintile","3rd","3","0","flu","unadj",-0.216,0.806,0.797,0.815,0.0059,-36.43,0
"wimd2019_quintile","4th","4","0","flu","unadj",-0.063,0.939,0.928,0.95,0.0059,-10.66,0
"age_cat","18-50","18-50","0","flu","unadj",-2.584,0.075,0.074,0.077,0.0095,-271.89,0
"age_cat","50-65","50-65","0","flu","unadj",-1.89,0.151,0.149,0.153,0.008,-237.67,0
"age_cat","65-80","65-80","0","flu","unadj",-0.133,0.875,0.861,0.889,0.0083,-16.13,0
"gndr_cd","Male","1","0","flu","unadj",-0.206,0.814,0.808,0.82,0.0038,-53.7,0
"ethn_cat","Asian","a","0","flu","unadj",-0.448,0.639,0.619,0.659,0.0157,-28.63,0
"ethn_cat","Black","b","0","flu","unadj",-1.068,0.344,0.32,0.369,0.0364,-29.3,0
"ethn_cat","Mixed","m","0","flu","unadj",-0.962,0.382,0.359,0.407,0.0323,-29.77,0
"ethn_cat","Other","o","0","flu","unadj",-0.823,0.439,0.412,0.468,0.0321,-25.61,0
"ethn_cat","(Missing)","missing","0","flu","unadj",-1.47,0.23,0.222,0.238,0.0183,-80.44,0
"bmi_cat","<18.5","<18.5","0","flu","unadj",-0.167,0.847,0.821,0.873,0.0155,-10.73,0
"bmi_cat","25-29.9","25-29.9","0","flu","unadj",0.117,1.124,1.113,1.135,0.0051,23.16,0
"bmi_cat","30-39.9","30-39.9","0","flu","unadj",0.066,1.068,1.057,1.079,0.0051,12.87,0
"bmi_cat","40+","40+","0","flu","unadj",-0.15,0.861,0.847,0.876,0.0087,-17.23,0
"urban_rural_class","Rural","r","0","flu","unadj",0.152,1.164,1.154,1.173,0.0041,36.84,0
"hh_cat","Alone","1","0","flu","unadj",-0.213,0.808,0.8,0.817,0.0056,-38.18,0
"hh_cat","3 members","3","0","flu","unadj",-0.738,0.478,0.473,0.483,0.0054,-137.84,0
"hh_cat","4 members","4","0","flu","unadj",-1.187,0.305,0.301,0.309,0.0064,-184.15,0
"hh_cat","5 members","5","0","flu","unadj",-1.318,0.268,0.263,0.273,0.0095,-138.89,0
"hh_cat","6-10 members","6-10","0","flu","unadj",-1.297,0.273,0.268,0.279,0.0105,-123.5,0
"hh_cat","11+ members","11+","0","flu","unadj",0.04,1.04,1.002,1.08,0.0192,2.06,0.0397
"num_clinical_conditions_cat","1 condition","1","0","flu","unadj",0.237,1.268,1.257,1.278,0.0041,57.7,0
"num_clinical_conditions_cat","2 conditions","2","0","flu","unadj",1.26,3.527,3.47,3.584,0.0082,153.9,0
"num_clinical_conditions_cat","3 conditions","3","0","flu","unadj",1.507,4.513,4.364,4.666,0.0171,88.18,0
"num_clinical_conditions_cat","4+ conditions","4+","0","flu","unadj",1.6,4.955,4.594,5.345,0.0386,41.46,0
"health_board","Betsi Cadwaladr University Health Board","bc","0","flu","unadj",0.055,1.057,1.044,1.07,0.0061,9.04,0
"health_board","Cardiff and Vale University Health Board","cv","0","flu","unadj",-0.156,0.855,0.844,0.867,0.0067,-23.27,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","unadj",-0.168,0.846,0.835,0.856,0.0065,-25.81,0
"health_board","Hywel Dda University Health Board","hd","0","flu","unadj",-0.056,0.945,0.932,0.958,0.007,-8.11,0
"health_board","Powys Teaching Health Board","pt","0","flu","unadj",-0.043,0.958,0.933,0.984,0.0135,-3.19,0.0014
"health_board","Swansea Bay University Health Board","sb","0","flu","unadj",-0.119,0.888,0.876,0.9,0.0067,-17.62,0
