"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","flu","adj",-0.33,0.719,0.693,0.746,0.0189,-17.49,0
"health_board","Hywel Dda University Health Board","hd","5","flu","adj",-0.308,0.735,0.695,0.778,0.0289,-10.65,0
"health_board","Powys Teaching Health Board","pt","5","flu","adj",-0.079,0.924,0.808,1.056,0.0685,-1.16,0.2461
"health_board","Swansea Bay University Health Board","sb","5","flu","adj",-0.376,0.686,0.663,0.71,0.0174,-21.69,0
"age_cat","18-50","18-50","5","c19","unadj",-2.101,0.122,0.114,0.131,0.0365,-57.51,0
"age_cat","50-65","50-65","5","c19","unadj",-0.973,0.378,0.353,0.405,0.0356,-27.34,0
"age_cat","65-80","65-80","5","c19","unadj",-0.045,0.956,0.887,1.031,0.0385,-1.16,0.2455
"gndr_cd","Male","1","5","c19","unadj",-0.339,0.712,0.692,0.733,0.0149,-22.72,0
"ethn_cat","Asian","a","5","c19","unadj",-0.877,0.416,0.382,0.454,0.0441,-19.89,0
"ethn_cat","Black","b","5","c19","unadj",-1.42,0.242,0.198,0.295,0.1011,-14.04,0
"ethn_cat","Mixed","m","5","c19","unadj",-1.323,0.266,0.231,0.307,0.0723,-18.3,0
"ethn_cat","Other","o","5","c19","unadj",-1.276,0.279,0.242,0.322,0.0724,-17.63,0
"ethn_cat","(Missing)","missing","5","c19","unadj",-2.951,0.052,0.049,0.056,0.0349,-84.65,0
"bmi_cat","<18.5","<18.5","5","c19","unadj",-0.491,0.612,0.561,0.667,0.0438,-11.21,0
"bmi_cat","25-29.9","25-29.9","5","c19","unadj",0.316,1.372,1.324,1.421,0.0181,17.46,0
"bmi_cat","30-39.9","30-39.9","5","c19","unadj",0.389,1.475,1.42,1.532,0.0195,19.96,0
"bmi_cat","40+","40+","5","c19","unadj",0.266,1.305,1.206,1.412,0.0401,6.64,0
"urban_rural_class","Rural","r","5","c19","unadj",0.096,1.101,1.063,1.139,0.0176,5.46,0
"hh_cat","Alone","1","5","c19","unadj",-0.46,0.632,0.601,0.664,0.0255,-18.03,0
"hh_cat","3 members","3","5","c19","unadj",-0.675,0.509,0.488,0.531,0.0219,-30.83,0
"hh_cat","4 members","4","5","c19","unadj",-0.989,0.372,0.356,0.389,0.0224,-44.08,0
"hh_cat","5 members","5","5","c19","unadj",-1.423,0.241,0.228,0.255,0.0283,-50.27,0
"hh_cat","6-10 members","6-10","5","c19","unadj",-1.788,0.167,0.158,0.178,0.0303,-58.95,0
"hh_cat","11+ members","11+","5","c19","unadj",-0.664,0.515,0.44,0.602,0.0797,-8.33,0
"num_clinical_conditions_cat","1 condition","1","5","c19","unadj",-0.498,0.608,0.59,0.626,0.0153,-32.63,0
"num_clinical_conditions_cat","2 conditions","2","5","c19","unadj",0.609,1.839,1.692,2,0.0427,14.27,0
"num_clinical_conditions_cat","3 conditions","3","5","c19","unadj",0.628,1.873,1.575,2.228,0.0884,7.1,0
"num_clinical_conditions_cat","4+ conditions","4+","5","c19","unadj",0.85,2.341,1.482,3.697,0.2332,3.65,3e-04
"health_board","Betsi Cadwaladr University Health Board","bc","5","c19","unadj",-0.195,0.823,0.78,0.868,0.0274,-7.11,0
"health_board","Cardiff and Vale University Health Board","cv","5","c19","unadj",-0.191,0.826,0.785,0.87,0.0262,-7.29,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","c19","unadj",-0.024,0.976,0.918,1.038,0.0314,-0.76,0.4458
"health_board","Hywel Dda University Health Board","hd","5","c19","unadj",-0.412,0.662,0.61,0.719,0.042,-9.81,0
"health_board","Powys Teaching Health Board","pt","5","c19","unadj",-0.039,0.961,0.776,1.191,0.1094,-0.36,0.719
"health_board","Swansea Bay University Health Board","sb","5","c19","unadj",-0.324,0.723,0.685,0.763,0.0276,-11.78,0
"age_cat","18-50","18-50","5","flu","unadj",-2.746,0.064,0.062,0.067,0.0213,-128.79,0
"age_cat","50-65","50-65","5","flu","unadj",-2.056,0.128,0.124,0.132,0.0172,-119.64,0
"age_cat","65-80","65-80","5","flu","unadj",-0.103,0.902,0.871,0.934,0.018,-5.73,0
"gndr_cd","Male","1","5","flu","unadj",-0.185,0.831,0.817,0.844,0.0082,-22.55,0
"ethn_cat","Asian","a","5","flu","unadj",-0.639,0.528,0.495,0.563,0.0326,-19.56,0
"ethn_cat","Black","b","5","flu","unadj",-0.973,0.378,0.315,0.454,0.0935,-10.4,0
"ethn_cat","Mixed","m","5","flu","unadj",-1.014,0.363,0.319,0.412,0.0656,-15.47,0
"ethn_cat","Other","o","5","flu","unadj",-0.819,0.441,0.39,0.499,0.0626,-13.08,0
"ethn_cat","(Missing)","missing","5","flu","unadj",-1.449,0.235,0.217,0.254,0.0405,-35.77,0
"bmi_cat","<18.5","<18.5","5","flu","unadj",-0.136,0.872,0.82,0.928,0.0313,-4.36,0
"bmi_cat","25-29.9","25-29.9","5","flu","unadj",0.091,1.096,1.074,1.118,0.0103,8.86,0
"bmi_cat","30-39.9","30-39.9","5","flu","unadj",-0.017,0.983,0.962,1.004,0.0108,-1.62,0.1052
"bmi_cat","40+","40+","5","flu","unadj",-0.229,0.795,0.762,0.83,0.022,-10.42,0
"urban_rural_class","Rural","r","5","flu","unadj",0.096,1.1,1.08,1.121,0.0095,10.02,0
"hh_cat","Alone","1","5","flu","unadj",-0.194,0.824,0.803,0.845,0.0129,-14.99,0
"hh_cat","3 members","3","5","flu","unadj",-0.895,0.409,0.4,0.418,0.0113,-78.9,0
"hh_cat","4 members","4","5","flu","unadj",-1.39,0.249,0.243,0.256,0.0133,-104.78,0
"hh_cat","5 members","5","5","flu","unadj",-1.487,0.226,0.217,0.235,0.0207,-71.87,0
"hh_cat","6-10 members","6-10","5","flu","unadj",-1.387,0.25,0.238,0.262,0.0245,-56.65,0
"hh_cat","11+ members","11+","5","flu","unadj",0.048,1.05,0.956,1.153,0.0478,1.01,0.3109
"num_clinical_conditions_cat","1 condition","1","5","flu","unadj",0.212,1.236,1.215,1.258,0.0089,23.8,0
"num_clinical_conditions_cat","2 conditions","2","5","flu","unadj",1.326,3.765,3.616,3.919,0.0205,64.55,0
"num_clinical_conditions_cat","3 conditions","3","5","flu","unadj",1.603,4.97,4.544,5.436,0.0457,35.09,0
"num_clinical_conditions_cat","4+ conditions","4+","5","flu","unadj",1.732,5.65,4.522,7.058,0.1136,15.25,0
"health_board","Betsi Cadwaladr University Health Board","bc","5","flu","unadj",-0.027,0.974,0.946,1.002,0.0145,-1.85,0.0648
"health_board","Cardiff and Vale University Health Board","cv","5","flu","unadj",-0.197,0.821,0.799,0.844,0.0138,-14.3,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","flu","unadj",-0.285,0.752,0.728,0.776,0.0162,-17.6,0
"health_board","Hywel Dda University Health Board","hd","5","flu","unadj",-0.155,0.856,0.816,0.898,0.0245,-6.34,0
"health_board","Powys Teaching Health Board","pt","5","flu","unadj",0.169,1.184,1.057,1.327,0.0582,2.91,0.0036
"health_board","Swansea Bay University Health Board","sb","5","flu","unadj",-0.228,0.796,0.773,0.82,0.0149,-15.29,0
