"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"ethn_cat","Other","o","1","c19","unadj",0.057,1.058,0.721,1.554,0.1961,0.29,0.7721
"ethn_cat","(Missing)","missing","1","c19","unadj",-0.745,0.475,0.181,1.247,0.4925,-1.51,0.1306
"bmi_cat","<18.5","<18.5","1","c19","unadj",-0.268,0.765,0.55,1.064,0.1685,-1.59,0.1119
"bmi_cat","25-29.9","25-29.9","1","c19","unadj",0.177,1.193,1.038,1.373,0.0714,2.48,0.0133
"bmi_cat","30-39.9","30-39.9","1","c19","unadj",0.311,1.365,1.185,1.573,0.0723,4.31,0
"bmi_cat","40+","40+","1","c19","unadj",0.189,1.208,0.948,1.54,0.1239,1.53,0.127
"urban_rural_class","Rural","r","1","c19","unadj",-0.089,0.915,0.772,1.083,0.0862,-1.03,0.3007
"hh_cat","Alone","1","1","c19","unadj",0.158,1.171,0.907,1.511,0.1302,1.21,0.2259
"hh_cat","3 members","3","1","c19","unadj",-0.038,0.963,0.817,1.134,0.0835,-0.46,0.6487
"hh_cat","4 members","4","1","c19","unadj",-0.093,0.911,0.767,1.083,0.0882,-1.06,0.2911
"hh_cat","5 members","5","1","c19","unadj",-0.208,0.813,0.667,0.99,0.1008,-2.06,0.0394
"hh_cat","6-10 members","6-10","1","c19","unadj",-0.155,0.856,0.707,1.038,0.098,-1.58,0.1136
"hh_cat","11+ members","11+","1","c19","unadj",-0.32,0.726,0.406,1.3,0.2969,-1.08,0.2812
"num_clinical_conditions_cat","1 condition","1","1","c19","unadj",-0.323,0.724,0.633,0.827,0.0681,-4.74,0
"num_clinical_conditions_cat","2 conditions","2","1","c19","unadj",0.304,1.356,0.673,2.733,0.3577,0.85,0.3946
"health_board","Betsi Cadwaladr University Health Board","bc","1","c19","unadj",-0.351,0.704,0.576,0.861,0.1026,-3.42,6e-04
"health_board","Cardiff and Vale University Health Board","cv","1","c19","unadj",-0.024,0.976,0.829,1.151,0.0837,-0.28,0.776
"health_board","Cwm Taf Morgannwg University Health Board","ct","1","c19","unadj",-0.139,0.871,0.74,1.024,0.0826,-1.68,0.0936
"health_board","Hywel Dda University Health Board","hd","1","c19","unadj",-0.043,0.958,0.749,1.226,0.1257,-0.34,0.7331
"health_board","Powys Teaching Health Board","pt","1","c19","unadj",-0.581,0.559,0.284,1.101,0.3454,-1.68,0.0927
"health_board","Swansea Bay University Health Board","sb","1","c19","unadj",-0.277,0.758,0.639,0.899,0.087,-3.18,0.0015
"age_cat","18-24","18-24","1","flu","unadj",-0.024,0.976,0.855,1.115,0.0678,-0.35,0.7231
"age_cat","30-34","30-34","1","flu","unadj",-0.038,0.963,0.838,1.106,0.0708,-0.53,0.5945
"age_cat","35-39","35-39","1","flu","unadj",0.119,1.127,0.936,1.357,0.0948,1.26,0.2079
"age_cat","40-49","40-49","1","flu","unadj",-0.351,0.704,0.471,1.053,0.2055,-1.71,0.0875
"ethn_cat","Asian","a","1","flu","unadj",-0.005,0.995,0.788,1.257,0.1192,-0.04,0.9673
"ethn_cat","Black","b","1","flu","unadj",-0.257,0.774,0.505,1.184,0.2173,-1.18,0.2373
"ethn_cat","Mixed","m","1","flu","unadj",-0.134,0.875,0.574,1.334,0.2153,-0.62,0.5349
"ethn_cat","Other","o","1","flu","unadj",-0.3,0.741,0.505,1.087,0.1958,-1.53,0.1254
"ethn_cat","(Missing)","missing","1","flu","unadj",-0.877,0.416,0.169,1.024,0.4593,-1.91,0.0563
"bmi_cat","<18.5","<18.5","1","flu","unadj",-0.262,0.77,0.567,1.045,0.1558,-1.68,0.0932
"bmi_cat","25-29.9","25-29.9","1","flu","unadj",0.166,1.18,1.034,1.348,0.0676,2.45,0.0142
"bmi_cat","30-39.9","30-39.9","1","flu","unadj",0.257,1.293,1.13,1.481,0.069,3.73,2e-04
"bmi_cat","40+","40+","1","flu","unadj",0.466,1.594,1.27,2.001,0.1159,4.02,1e-04
"urban_rural_class","Rural","r","1","flu","unadj",-0.074,0.928,0.791,1.089,0.0814,-0.91,0.3611
"hh_cat","Alone","1","1","flu","unadj",-0.058,0.944,0.739,1.207,0.1253,-0.46,0.6459
"hh_cat","3 members","3","1","flu","unadj",-0.228,0.796,0.682,0.929,0.0791,-2.89,0.0039
"hh_cat","4 members","4","1","flu","unadj",-0.356,0.7,0.594,0.825,0.0837,-4.25,0
"hh_cat","5 members","5","1","flu","unadj",-0.414,0.661,0.549,0.797,0.095,-4.35,0
"hh_cat","6-10 members","6-10","1","flu","unadj",-0.486,0.615,0.512,0.739,0.0936,-5.19,0
"hh_cat","11+ members","11+","1","flu","unadj",-0.674,0.51,0.291,0.893,0.286,-2.36,0.0184
"num_clinical_conditions_cat","1 condition","1","1","flu","unadj",0.398,1.489,1.32,1.679,0.0614,6.49,0
"num_clinical_conditions_cat","2 conditions","2","1","flu","unadj",0.279,1.322,0.661,2.643,0.3536,0.79,0.4302
"health_board","Betsi Cadwaladr University Health Board","bc","1","flu","unadj",0.033,1.033,0.859,1.242,0.0941,0.35,0.7298
"health_board","Cardiff and Vale University Health Board","cv","1","flu","unadj",0.02,1.021,0.871,1.196,0.0807,0.25,0.7997
"health_board","Cwm Taf Morgannwg University Health Board","ct","1","flu","unadj",-0.112,0.894,0.765,1.045,0.0794,-1.41,0.1593
"health_board","Hywel Dda University Health Board","hd","1","flu","unadj",-0.256,0.774,0.606,0.988,0.1245,-2.06,0.0396
"health_board","Powys Teaching Health Board","pt","1","flu","unadj",0.768,2.156,1.219,3.814,0.291,2.64,0.0083
"health_board","Swansea Bay University Health Board","sb","1","flu","unadj",-0.089,0.914,0.779,1.074,0.082,-1.09,0.2752
