"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"health_board","Cardiff and Vale University Health Board","cv","5","c19","adj",0.058,1.06,0.877,1.281,0.0966,0.6,0.5482
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","c19","adj",-0.063,0.939,0.756,1.165,0.1103,-0.57,0.5664
"health_board","Hywel Dda University Health Board","hd","5","c19","adj",-0.005,0.995,0.696,1.424,0.1827,-0.03,0.98
"health_board","Powys Teaching Health Board","pt","5","c19","adj",0.228,1.256,0.598,2.637,0.3785,0.6,0.5473
"health_board","Swansea Bay University Health Board","sb","5","c19","adj",-0.215,0.807,0.652,0.999,0.109,-1.97,0.0488
"age_cat","18-24","18-24","5","flu","adj",-0.192,0.826,0.67,1.018,0.1068,-1.79,0.0729
"age_cat","30-34","30-34","5","flu","adj",0.256,1.292,1.123,1.485,0.0714,3.59,3e-04
"age_cat","35-39","35-39","5","flu","adj",0.183,1.2,1.018,1.416,0.0842,2.17,0.03
"age_cat","40-49","40-49","5","flu","adj",0.373,1.453,1.044,2.022,0.1687,2.21,0.0269
"ethn_cat","Asian","a","5","flu","adj",-0.037,0.964,0.705,1.319,0.1598,-0.23,0.8188
"ethn_cat","Black","b","5","flu","adj",-0.75,0.472,0.223,0.999,0.3825,-1.96,0.0498
"ethn_cat","Mixed","m","5","flu","adj",-0.463,0.629,0.387,1.024,0.2482,-1.86,0.0622
"ethn_cat","Other","o","5","flu","adj",0.111,1.118,0.674,1.855,0.2583,0.43,0.6663
"ethn_cat","(Missing)","missing","5","flu","adj",-0.422,0.655,0.224,1.919,0.5482,-0.77,0.4409
"bmi_cat","<18.5","<18.5","5","flu","adj",-0.4,0.67,0.483,0.931,0.1674,-2.39,0.0169
"bmi_cat","25-29.9","25-29.9","5","flu","adj",-0.093,0.911,0.799,1.039,0.067,-1.39,0.1638
"bmi_cat","30-39.9","30-39.9","5","flu","adj",-0.046,0.955,0.823,1.109,0.0762,-0.6,0.5472
"bmi_cat","40+","40+","5","flu","adj",-0.343,0.71,0.486,1.035,0.1926,-1.78,0.0747
"urban_rural_class","Rural","r","5","flu","adj",0.077,1.08,0.94,1.24,0.0705,1.09,0.2766
"hh_cat","Alone","1","5","flu","adj",-0.048,0.953,0.755,1.203,0.119,-0.41,0.6846
"hh_cat","3 members","3","5","flu","adj",-0.086,0.917,0.792,1.063,0.0751,-1.15,0.2512
"hh_cat","4 members","4","5","flu","adj",-0.171,0.843,0.711,1,0.0871,-1.96,0.0503
"hh_cat","5 members","5","5","flu","adj",-0.365,0.694,0.556,0.866,0.1129,-3.23,0.0012
"hh_cat","6-10 members","6-10","5","flu","adj",-0.415,0.66,0.52,0.838,0.1217,-3.41,6e-04
"hh_cat","11+ members","11+","5","flu","adj",-0.885,0.413,0.161,1.059,0.4808,-1.84,0.0655
"num_clinical_conditions_cat","1 condition","1","5","flu","adj",0.13,1.139,0.985,1.316,0.074,1.75,0.0794
"num_clinical_conditions_cat","2 conditions","2","5","flu","adj",0.625,1.868,0.7,4.987,0.5011,1.25,0.2124
"health_board","Betsi Cadwaladr University Health Board","bc","5","flu","adj",-0.074,0.928,0.761,1.132,0.1013,-0.73,0.4625
"health_board","Cardiff and Vale University Health Board","cv","5","flu","adj",-0.054,0.948,0.788,1.14,0.0943,-0.57,0.5688
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","flu","adj",-0.095,0.91,0.738,1.121,0.1068,-0.89,0.3748
"health_board","Hywel Dda University Health Board","hd","5","flu","adj",0.04,1.041,0.734,1.476,0.178,0.23,0.8216
"health_board","Powys Teaching Health Board","pt","5","flu","adj",-0.238,0.788,0.378,1.644,0.3751,-0.63,0.5256
"health_board","Swansea Bay University Health Board","sb","5","flu","adj",-0.099,0.906,0.738,1.112,0.1046,-0.94,0.3454
"age_cat","18-24","18-24","5","c19","unadj",-0.322,0.725,0.579,0.908,0.1148,-2.8,0.005
"age_cat","30-34","30-34","5","c19","unadj",0.05,1.051,0.911,1.213,0.0731,0.68,0.4945
"age_cat","35-39","35-39","5","c19","unadj",0.122,1.13,0.955,1.336,0.0855,1.43,0.1534
"age_cat","40-49","40-49","5","c19","unadj",0.075,1.078,0.772,1.504,0.17,0.44,0.6597
"ethn_cat","Asian","a","5","c19","unadj",-0.144,0.866,0.628,1.193,0.1635,-0.88,0.3773
"ethn_cat","Black","b","5","c19","unadj",-0.581,0.559,0.239,1.306,0.4327,-1.34,0.1793
"ethn_cat","Mixed","m","5","c19","unadj",-0.197,0.821,0.489,1.378,0.2642,-0.75,0.4555
"ethn_cat","Other","o","5","c19","unadj",-0.575,0.563,0.315,1.006,0.2966,-1.94,0.0524
"ethn_cat","(Missing)","missing","5","c19","unadj",-1.183,0.306,0.068,1.37,0.7644,-1.55,0.1216
"bmi_cat","<18.5","<18.5","5","c19","unadj",-0.358,0.699,0.487,1.002,0.184,-1.95,0.0515
"bmi_cat","25-29.9","25-29.9","5","c19","unadj",0.028,1.028,0.898,1.177,0.0689,0.41,0.6854
"bmi_cat","30-39.9","30-39.9","5","c19","unadj",0.013,1.013,0.869,1.18,0.078,0.17,0.8683
"bmi_cat","40+","40+","5","c19","unadj",-0.133,0.875,0.587,1.306,0.2039,-0.65,0.5141
"urban_rural_class","Rural","r","5","c19","unadj",-0.024,0.976,0.852,1.118,0.0691,-0.35,0.7249
"hh_cat","Alone","1","5","c19","unadj",-0.118,0.889,0.697,1.133,0.1237,-0.95,0.3409
"hh_cat","3 members","3","5","c19","unadj",0.037,1.038,0.894,1.205,0.0762,0.48,0.629
"hh_cat","4 members","4","5","c19","unadj",-0.087,0.917,0.769,1.093,0.0897,-0.97,0.3338
"hh_cat","5 members","5","5","c19","unadj",-0.077,0.926,0.736,1.164,0.1168,-0.66,0.5091
"hh_cat","6-10 members","6-10","5","c19","unadj",-0.156,0.856,0.668,1.095,0.126,-1.24,0.2156
"hh_cat","11+ members","11+","5","c19","unadj",-1.139,0.32,0.093,1.098,0.6288,-1.81,0.07
"num_clinical_conditions_cat","1 condition","1","5","c19","unadj",0.037,1.037,0.895,1.203,0.0754,0.49,0.6271
"num_clinical_conditions_cat","2 conditions","2","5","c19","unadj",0.317,1.373,0.551,3.422,0.4658,0.68,0.4959
"health_board","Betsi Cadwaladr University Health Board","bc","5","c19","unadj",-0.213,0.808,0.659,0.991,0.1038,-2.05,0.0403
"health_board","Cardiff and Vale University Health Board","cv","5","c19","unadj",0.069,1.072,0.89,1.291,0.095,0.73,0.4665
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","c19","unadj",-0.049,0.952,0.768,1.181,0.1096,-0.44,0.6566
"health_board","Hywel Dda University Health Board","hd","5","c19","unadj",-0.018,0.982,0.691,1.397,0.1797,-0.1,0.9212
"health_board","Powys Teaching Health Board","pt","5","c19","unadj",0.245,1.277,0.615,2.651,0.3726,0.66,0.5116
"health_board","Swansea Bay University Health Board","sb","5","c19","unadj",-0.188,0.829,0.671,1.024,0.108,-1.74,0.0821
"age_cat","18-24","18-24","5","flu","unadj",-0.256,0.774,0.631,0.95,0.1045,-2.45,0.0142
"age_cat","30-34","30-34","5","flu","unadj",0.257,1.293,1.127,1.484,0.0702,3.66,2e-04
"age_cat","35-39","35-39","5","flu","unadj",0.166,1.18,1.004,1.387,0.0825,2.01,0.0446
"age_cat","40-49","40-49","5","flu","unadj",0.344,1.41,1.017,1.955,0.1668,2.06,0.0394
"ethn_cat","Asian","a","5","flu","unadj",-0.151,0.86,0.638,1.161,0.1528,-0.99,0.3245
"ethn_cat","Black","b","5","flu","unadj",-0.787,0.455,0.216,0.958,0.3799,-2.07,0.0383
"ethn_cat","Mixed","m","5","flu","unadj",-0.477,0.621,0.383,1.005,0.2459,-1.94,0.0525
"ethn_cat","Other","o","5","flu","unadj",0.075,1.077,0.654,1.775,0.2548,0.29,0.7698
"ethn_cat","(Missing)","missing","5","flu","unadj",-0.528,0.59,0.204,1.702,0.5408,-0.98,0.3287
"bmi_cat","<18.5","<18.5","5","flu","unadj",-0.484,0.616,0.446,0.852,0.1653,-2.93,0.0034
"bmi_cat","25-29.9","25-29.9","5","flu","unadj",-0.087,0.917,0.805,1.044,0.0663,-1.31,0.1915
"bmi_cat","30-39.9","30-39.9","5","flu","unadj",-0.045,0.956,0.826,1.108,0.075,-0.59,0.5521
"bmi_cat","40+","40+","5","flu","unadj",-0.315,0.73,0.502,1.06,0.1904,-1.66,0.0979
"urban_rural_class","Rural","r","5","flu","unadj",0.072,1.075,0.944,1.224,0.0663,1.09,0.2742
"hh_cat","Alone","1","5","flu","unadj",-0.07,0.932,0.74,1.175,0.118,-0.59,0.5533
"hh_cat","3 members","3","5","flu","unadj",-0.064,0.938,0.811,1.085,0.0741,-0.86,0.3906
"hh_cat","4 members","4","5","flu","unadj",-0.18,0.835,0.705,0.988,0.086,-2.1,0.0358
"hh_cat","5 members","5","5","flu","unadj",-0.399,0.671,0.539,0.834,0.1112,-3.59,3e-04
"hh_cat","6-10 members","6-10","5","flu","unadj",-0.457,0.633,0.502,0.799,0.1187,-3.85,1e-04
"hh_cat","11+ members","11+","5","flu","unadj",-0.972,0.378,0.15,0.954,0.4721,-2.06,0.0395
"num_clinical_conditions_cat","1 condition","1","5","flu","unadj",0.111,1.117,0.968,1.288,0.0729,1.52,0.1291
"num_clinical_conditions_cat","2 conditions","2","5","flu","unadj",0.571,1.771,0.672,4.667,0.4945,1.16,0.248
"health_board","Betsi Cadwaladr University Health Board","bc","5","flu","unadj",-0.059,0.943,0.776,1.145,0.0991,-0.59,0.5519
"health_board","Cardiff and Vale University Health Board","cv","5","flu","unadj",-0.032,0.968,0.808,1.16,0.0923,-0.35,0.725
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","flu","unadj",-0.086,0.918,0.746,1.129,0.1057,-0.81,0.418
"health_board","Hywel Dda University Health Board","hd","5","flu","unadj",0.043,1.044,0.742,1.469,0.1743,0.25,0.8044
"health_board","Powys Teaching Health Board","pt","5","flu","unadj",-0.204,0.815,0.397,1.676,0.3676,-0.56,0.5784
"health_board","Swansea Bay University Health Board","sb","5","flu","unadj",-0.061,0.941,0.769,1.152,0.1031,-0.59,0.5559
