"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"hh_cat","Alone","1","5","flu","adj",-0.079,0.924,0.697,1.226,0.1441,-0.55,0.5853
"hh_cat","3 members","3","5","flu","adj",-0.08,0.923,0.773,1.103,0.0909,-0.88,0.3791
"hh_cat","4 members","4","5","flu","adj",-0.124,0.884,0.72,1.084,0.1045,-1.18,0.2364
"hh_cat","5 members","5","5","flu","adj",-0.424,0.655,0.501,0.856,0.1367,-3.1,0.0019
"hh_cat","6-10 members","6-10","5","flu","adj",-0.298,0.743,0.557,0.99,0.1469,-2.03,0.0428
"hh_cat","11+ members","11+","5","flu","adj",-0.769,0.464,0.117,1.832,0.7012,-1.1,0.2729
"num_clinical_conditions_cat","1 condition","1","5","flu","adj",0.385,1.469,1.254,1.722,0.081,4.75,0
"num_clinical_conditions_cat","2 conditions","2","5","flu","adj",0.729,2.074,0.688,6.252,0.563,1.3,0.1951
"health_board","Betsi Cadwaladr University Health Board","bc","5","flu","adj",-0.105,0.9,0.71,1.142,0.1212,-0.87,0.3856
"health_board","Cardiff and Vale University Health Board","cv","5","flu","adj",-0.034,0.967,0.775,1.206,0.1127,-0.3,0.764
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","flu","adj",-0.077,0.926,0.721,1.19,0.1279,-0.6,0.5479
"health_board","Hywel Dda University Health Board","hd","5","flu","adj",0.062,1.064,0.708,1.6,0.2081,0.3,0.7646
"health_board","Powys Teaching Health Board","pt","5","flu","adj",-0.01,0.99,0.42,2.332,0.4372,-0.02,0.9812
"health_board","Swansea Bay University Health Board","sb","5","flu","adj",-0.129,0.879,0.686,1.125,0.1262,-1.02,0.306
"age_cat","18-24","18-24","5","c19","unadj",-0.444,0.641,0.503,0.818,0.1239,-3.59,3e-04
"age_cat","30-34","30-34","5","c19","unadj",0.212,1.237,1.05,1.457,0.0835,2.55,0.0109
"age_cat","35-39","35-39","5","c19","unadj",0.375,1.454,1.194,1.771,0.1005,3.73,2e-04
"age_cat","40-49","40-49","5","c19","unadj",0.435,1.545,1.03,2.317,0.2067,2.1,0.0353
"ethn_cat","Asian","a","5","c19","unadj",0.047,1.049,0.718,1.531,0.1931,0.25,0.8059
"ethn_cat","Black","b","5","c19","unadj",-0.626,0.535,0.213,1.344,0.4701,-1.33,0.1832
"ethn_cat","Mixed","m","5","c19","unadj",-0.258,0.773,0.435,1.372,0.293,-0.88,0.3787
"ethn_cat","Other","o","5","c19","unadj",-0.594,0.552,0.293,1.041,0.3239,-1.84,0.0665
"ethn_cat","(Missing)","missing","5","c19","unadj",-1.511,0.221,0.048,1.023,0.7825,-1.93,0.0535
"bmi_cat","<18.5","<18.5","5","c19","unadj",-0.473,0.623,0.42,0.926,0.2018,-2.34,0.0191
"bmi_cat","25-29.9","25-29.9","5","c19","unadj",0.004,1.004,0.858,1.174,0.0801,0.05,0.9638
"bmi_cat","30-39.9","30-39.9","5","c19","unadj",-0.051,0.95,0.797,1.132,0.0894,-0.57,0.5678
"bmi_cat","40+","40+","5","c19","unadj",-0.557,0.573,0.375,0.875,0.2161,-2.58,0.01
"urban_rural_class","Rural","r","5","c19","unadj",-0.032,0.969,0.829,1.132,0.0794,-0.4,0.6905
"hh_cat","Alone","1","5","c19","unadj",-0.17,0.844,0.638,1.116,0.1426,-1.19,0.233
"hh_cat","3 members","3","5","c19","unadj",-0.037,0.964,0.809,1.148,0.0894,-0.41,0.68
"hh_cat","4 members","4","5","c19","unadj",-0.251,0.778,0.636,0.952,0.103,-2.44,0.0146
"hh_cat","5 members","5","5","c19","unadj",-0.217,0.805,0.621,1.043,0.1325,-1.64,0.1011
"hh_cat","6-10 members","6-10","5","c19","unadj",-0.325,0.723,0.547,0.955,0.1423,-2.28,0.0224
"hh_cat","11+ members","11+","5","c19","unadj",-0.954,0.385,0.099,1.497,0.6929,-1.38,0.1684
"num_clinical_conditions_cat","1 condition","1","5","c19","unadj",-0.495,0.61,0.521,0.714,0.0806,-6.14,0
"num_clinical_conditions_cat","2 conditions","2","5","c19","unadj",0.183,1.201,0.416,3.471,0.5414,0.34,0.7351
"health_board","Betsi Cadwaladr University Health Board","bc","5","c19","unadj",-0.255,0.775,0.614,0.978,0.1187,-2.14,0.032
"health_board","Cardiff and Vale University Health Board","cv","5","c19","unadj",0.106,1.112,0.896,1.381,0.1103,0.96,0.3351
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","c19","unadj",-0.027,0.973,0.76,1.247,0.1264,-0.21,0.8308
"health_board","Hywel Dda University Health Board","hd","5","c19","unadj",-0.152,0.859,0.577,1.278,0.2028,-0.75,0.453
"health_board","Powys Teaching Health Board","pt","5","c19","unadj",0.049,1.05,0.454,2.427,0.4275,0.11,0.9091
"health_board","Swansea Bay University Health Board","sb","5","c19","unadj",-0.122,0.885,0.694,1.13,0.1244,-0.98,0.3272
"age_cat","18-24","18-24","5","flu","unadj",-0.203,0.816,0.643,1.035,0.1213,-1.67,0.094
"age_cat","30-34","30-34","5","flu","unadj",0.138,1.147,0.974,1.351,0.0834,1.65,0.0992
"age_cat","35-39","35-39","5","flu","unadj",0.057,1.059,0.87,1.288,0.1001,0.57,0.5686
"age_cat","40-49","40-49","5","flu","unadj",0.453,1.573,1.048,2.362,0.2072,2.19,0.0287
"ethn_cat","Asian","a","5","flu","unadj",-0.315,0.73,0.497,1.071,0.1958,-1.61,0.1077
"ethn_cat","Black","b","5","flu","unadj",-0.588,0.555,0.221,1.395,0.4701,-1.25,0.2108
"ethn_cat","Mixed","m","5","flu","unadj",-0.392,0.676,0.377,1.21,0.2972,-1.32,0.1871
"ethn_cat","Other","o","5","flu","unadj",-0.16,0.852,0.462,1.57,0.312,-0.51,0.6074
"ethn_cat","(Missing)","missing","5","flu","unadj",-0.95,0.387,0.102,1.46,0.6779,-1.4,0.1611
"bmi_cat","<18.5","<18.5","5","flu","unadj",-0.635,0.53,0.353,0.795,0.2068,-3.07,0.0021
"bmi_cat","25-29.9","25-29.9","5","flu","unadj",-0.103,0.902,0.771,1.056,0.0802,-1.28,0.2
"bmi_cat","30-39.9","30-39.9","5","flu","unadj",0.004,1.004,0.842,1.196,0.0894,0.04,0.9659
"bmi_cat","40+","40+","5","flu","unadj",-0.058,0.944,0.626,1.422,0.2093,-0.28,0.7815
"urban_rural_class","Rural","r","5","flu","unadj",0.127,1.135,0.971,1.326,0.0794,1.6,0.1106
"hh_cat","Alone","1","5","flu","unadj",-0.071,0.932,0.705,1.232,0.1425,-0.5,0.6205
"hh_cat","3 members","3","5","flu","unadj",-0.079,0.924,0.776,1.101,0.0893,-0.89,0.3757
"hh_cat","4 members","4","5","flu","unadj",-0.143,0.867,0.709,1.061,0.1028,-1.39,0.1652
"hh_cat","5 members","5","5","flu","unadj",-0.457,0.633,0.487,0.823,0.1341,-3.41,7e-04
"hh_cat","6-10 members","6-10","5","flu","unadj",-0.336,0.715,0.541,0.945,0.1426,-2.35,0.0186
"hh_cat","11+ members","11+","5","flu","unadj",-0.918,0.399,0.103,1.554,0.6934,-1.32,0.1856
"num_clinical_conditions_cat","1 condition","1","5","flu","unadj",0.383,1.467,1.255,1.716,0.0799,4.8,0
"num_clinical_conditions_cat","2 conditions","2","5","flu","unadj",0.734,2.083,0.697,6.231,0.559,1.31,0.1892
"health_board","Betsi Cadwaladr University Health Board","bc","5","flu","unadj",-0.096,0.909,0.721,1.146,0.1184,-0.81,0.4193
"health_board","Cardiff and Vale University Health Board","cv","5","flu","unadj",-0.062,0.94,0.757,1.166,0.1102,-0.56,0.5734
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","flu","unadj",-0.084,0.92,0.718,1.178,0.1264,-0.66,0.5074
"health_board","Hywel Dda University Health Board","hd","5","flu","unadj",0.069,1.071,0.72,1.593,0.2027,0.34,0.735
"health_board","Powys Teaching Health Board","pt","5","flu","unadj",0.074,1.077,0.466,2.49,0.4275,0.17,0.8621
"health_board","Swansea Bay University Health Board","sb","5","flu","unadj",-0.11,0.895,0.702,1.143,0.1244,-0.89,0.375
