"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"num_clinical_conditions_cat","2 conditions","2","0","flu","adj",0.465,1.593,1.088,2.331,0.1943,2.4,0.0166
"health_board","Betsi Cadwaladr University Health Board","bc","0","flu","adj",-0.096,0.908,0.831,0.993,0.0455,-2.11,0.0349
"health_board","Cardiff and Vale University Health Board","cv","0","flu","adj",0.041,1.042,0.95,1.143,0.0471,0.88,0.3782
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","adj",-0.059,0.943,0.863,1.03,0.0453,-1.31,0.1911
"health_board","Hywel Dda University Health Board","hd","0","flu","adj",-0.208,0.812,0.73,0.903,0.0543,-3.83,1e-04
"health_board","Powys Teaching Health Board","pt","0","flu","adj",0.225,1.252,1.022,1.533,0.1035,2.17,0.0299
"health_board","Swansea Bay University Health Board","sb","0","flu","adj",-0.158,0.854,0.776,0.939,0.0486,-3.25,0.0011
"wimd2019_quintile","1st (Most deprived)","1","0","c19","unadj",-0.798,0.45,0.413,0.49,0.0438,-18.24,0
"wimd2019_quintile","2nd","2","0","c19","unadj",-0.54,0.583,0.534,0.636,0.0449,-12.03,0
"wimd2019_quintile","3rd","3","0","c19","unadj",-0.327,0.721,0.658,0.789,0.0461,-7.1,0
"wimd2019_quintile","4th","4","0","c19","unadj",-0.202,0.817,0.746,0.896,0.0468,-4.31,0
"age_cat","18-24","18-24","0","c19","unadj",-0.316,0.729,0.674,0.788,0.04,-7.9,0
"age_cat","30-34","30-34","0","c19","unadj",0.301,1.351,1.263,1.445,0.0344,8.75,0
"age_cat","35-39","35-39","0","c19","unadj",0.371,1.449,1.329,1.579,0.0441,8.4,0
"age_cat","40-49","40-49","0","c19","unadj",0.213,1.238,1.032,1.484,0.0926,2.3,0.0212
"ethn_cat","Asian","a","0","c19","unadj",0.092,1.096,0.943,1.275,0.0768,1.2,0.2308
"ethn_cat","Black","b","0","c19","unadj",-0.527,0.59,0.428,0.814,0.164,-3.21,0.0013
"ethn_cat","Mixed","m","0","c19","unadj",-0.343,0.709,0.546,0.922,0.1337,-2.57,0.0102
"ethn_cat","Other","o","0","c19","unadj",-0.058,0.944,0.737,1.209,0.1262,-0.46,0.6472
"ethn_cat","(Missing)","missing","0","c19","unadj",-0.712,0.491,0.296,0.813,0.2575,-2.76,0.0057
"bmi_cat","<18.5","<18.5","0","c19","unadj",-0.415,0.66,0.561,0.778,0.0833,-4.98,0
"bmi_cat","25-29.9","25-29.9","0","c19","unadj",0.013,1.013,0.948,1.082,0.0336,0.38,0.7026
"bmi_cat","30-39.9","30-39.9","0","c19","unadj",0.015,1.015,0.947,1.087,0.0353,0.41,0.6788
"bmi_cat","40+","40+","0","c19","unadj",-0.265,0.767,0.669,0.88,0.0702,-3.78,2e-04
"urban_rural_class","Rural","r","0","c19","unadj",0.102,1.108,1.042,1.177,0.0311,3.29,0.001
"hh_cat","Alone","1","0","c19","unadj",-0.067,0.935,0.834,1.048,0.0583,-1.15,0.2501
"hh_cat","3 members","3","0","c19","unadj",-0.059,0.943,0.875,1.016,0.0382,-1.55,0.1219
"hh_cat","4 members","4","0","c19","unadj",-0.206,0.813,0.748,0.884,0.0427,-4.84,0
"hh_cat","5 members","5","0","c19","unadj",-0.275,0.76,0.687,0.84,0.0514,-5.34,0
"hh_cat","6-10 members","6-10","0","c19","unadj",-0.374,0.688,0.622,0.762,0.052,-7.18,0
"hh_cat","11+ members","11+","0","c19","unadj",-0.606,0.545,0.374,0.795,0.1921,-3.16,0.0016
"num_clinical_conditions_cat","1 condition","1","0","c19","unadj",-0.37,0.691,0.648,0.737,0.033,-11.21,0
"num_clinical_conditions_cat","2 conditions","2","0","c19","unadj",-0.049,0.952,0.649,1.398,0.1958,-0.25,0.8023
"health_board","Betsi Cadwaladr University Health Board","bc","0","c19","unadj",-0.04,0.961,0.882,1.047,0.0439,-0.9,0.3664
"health_board","Cardiff and Vale University Health Board","cv","0","c19","unadj",0.233,1.263,1.155,1.381,0.0455,5.13,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","c19","unadj",-0.082,0.922,0.843,1.007,0.0453,-1.8,0.0713
"health_board","Hywel Dda University Health Board","hd","0","c19","unadj",-0.045,0.956,0.864,1.059,0.052,-0.86,0.3903
"health_board","Powys Teaching Health Board","pt","0","c19","unadj",0.117,1.124,0.921,1.371,0.1014,1.15,0.2493
"health_board","Swansea Bay University Health Board","sb","0","c19","unadj",-0.2,0.819,0.744,0.901,0.049,-4.08,0
"wimd2019_quintile","1st (Most deprived)","1","0","flu","unadj",-0.43,0.651,0.598,0.708,0.0429,-10.02,0
"wimd2019_quintile","2nd","2","0","flu","unadj",-0.264,0.768,0.704,0.838,0.0444,-5.94,0
"wimd2019_quintile","3rd","3","0","flu","unadj",-0.114,0.892,0.815,0.976,0.0459,-2.49,0.0127
"wimd2019_quintile","4th","4","0","flu","unadj",-0.034,0.966,0.882,1.059,0.0467,-0.73,0.4649
"age_cat","18-24","18-24","0","flu","unadj",-0.155,0.856,0.794,0.923,0.0382,-4.07,0
"age_cat","30-34","30-34","0","flu","unadj",0.092,1.097,1.026,1.172,0.0339,2.72,0.0065
"age_cat","35-39","35-39","0","flu","unadj",0.101,1.106,1.015,1.205,0.0438,2.3,0.0217
"age_cat","40-49","40-49","0","flu","unadj",0.039,1.04,0.868,1.245,0.092,0.42,0.6725
"ethn_cat","Asian","a","0","flu","unadj",-0.127,0.881,0.758,1.024,0.077,-1.65,0.0997
"ethn_cat","Black","b","0","flu","unadj",-0.363,0.696,0.515,0.941,0.1539,-2.36,0.0184
"ethn_cat","Mixed","m","0","flu","unadj",-0.34,0.712,0.552,0.918,0.1297,-2.62,0.0088
"ethn_cat","Other","o","0","flu","unadj",-0.242,0.785,0.613,1.005,0.1262,-1.92,0.0549
"ethn_cat","(Missing)","missing","0","flu","unadj",-0.707,0.493,0.304,0.799,0.2462,-2.87,0.0041
"bmi_cat","<18.5","<18.5","0","flu","unadj",-0.475,0.622,0.529,0.731,0.0823,-5.77,0
"bmi_cat","25-29.9","25-29.9","0","flu","unadj",0.049,1.05,0.984,1.121,0.0332,1.47,0.1414
"bmi_cat","30-39.9","30-39.9","0","flu","unadj",0.065,1.068,0.997,1.143,0.0349,1.88,0.0607
"bmi_cat","40+","40+","0","flu","unadj",0.286,1.331,1.168,1.517,0.0667,4.29,0
"urban_rural_class","Rural","r","0","flu","unadj",0.134,1.144,1.077,1.215,0.0307,4.38,0
"hh_cat","Alone","1","0","flu","unadj",-0.043,0.958,0.856,1.073,0.0576,-0.74,0.4598
"hh_cat","3 members","3","0","flu","unadj",-0.118,0.889,0.825,0.957,0.0378,-3.12,0.0018
"hh_cat","4 members","4","0","flu","unadj",-0.263,0.769,0.708,0.835,0.0421,-6.24,0
"hh_cat","5 members","5","0","flu","unadj",-0.322,0.725,0.656,0.8,0.0505,-6.38,0
"hh_cat","6-10 members","6-10","0","flu","unadj",-0.508,0.602,0.544,0.665,0.0514,-9.89,0
"hh_cat","11+ members","11+","0","flu","unadj",-0.866,0.421,0.288,0.615,0.1935,-4.48,0
"num_clinical_conditions_cat","1 condition","1","0","flu","unadj",0.318,1.374,1.292,1.461,0.0315,10.09,0
"num_clinical_conditions_cat","2 conditions","2","0","flu","unadj",0.422,1.526,1.046,2.225,0.1924,2.2,0.0281
"health_board","Betsi Cadwaladr University Health Board","bc","0","flu","unadj",0.011,1.011,0.929,1.101,0.0432,0.26,0.7933
"health_board","Cardiff and Vale University Health Board","cv","0","flu","unadj",0.066,1.068,0.978,1.167,0.0452,1.46,0.1432
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","unadj",-0.019,0.981,0.899,1.07,0.0445,-0.43,0.6675
"health_board","Hywel Dda University Health Board","hd","0","flu","unadj",-0.08,0.923,0.834,1.02,0.0513,-1.57,0.1173
"health_board","Powys Teaching Health Board","pt","0","flu","unadj",0.377,1.458,1.197,1.775,0.1005,3.75,2e-04
"health_board","Swansea Bay University Health Board","sb","0","flu","unadj",-0.111,0.895,0.815,0.983,0.0478,-2.32,0.0203
