"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"health_board","Cardiff and Vale University Health Board","cv","0","flu","adj",0.043,1.044,0.952,1.145,0.0472,0.91,0.3645
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","adj",-0.056,0.945,0.865,1.033,0.0454,-1.24,0.2143
"health_board","Hywel Dda University Health Board","hd","0","flu","adj",-0.202,0.817,0.734,0.909,0.0545,-3.71,2e-04
"health_board","Powys Teaching Health Board","pt","0","flu","adj",0.231,1.259,1.028,1.543,0.1038,2.22,0.0263
"health_board","Swansea Bay University Health Board","sb","0","flu","adj",-0.138,0.871,0.791,0.958,0.0488,-2.84,0.0046
"wimd2019_quintile","1st (Most deprived)","1","0","c19","unadj",-0.795,0.452,0.414,0.492,0.0439,-18.12,0
"wimd2019_quintile","2nd","2","0","c19","unadj",-0.537,0.584,0.535,0.638,0.045,-11.94,0
"wimd2019_quintile","3rd","3","0","c19","unadj",-0.331,0.718,0.656,0.786,0.0462,-7.16,0
"wimd2019_quintile","4th","4","0","c19","unadj",-0.202,0.817,0.745,0.896,0.0469,-4.3,0
"age_cat","18-24","18-24","0","c19","unadj",-0.531,0.588,0.488,0.708,0.095,-5.59,0
"age_cat","25-29","25-29","0","c19","unadj",-0.219,0.804,0.67,0.964,0.0929,-2.35,0.0186
"age_cat","30-34","30-34","0","c19","unadj",0.084,1.087,0.907,1.304,0.0928,0.9,0.3661
"age_cat","35-39","35-39","0","c19","unadj",0.157,1.17,0.967,1.414,0.0968,1.62,0.1057
"ethn_cat","Asian","a","0","c19","unadj",0.101,1.107,0.951,1.287,0.0771,1.31,0.1886
"ethn_cat","Black","b","0","c19","unadj",-0.53,0.589,0.427,0.812,0.1642,-3.23,0.0013
"ethn_cat","Mixed","m","0","c19","unadj",-0.348,0.706,0.543,0.918,0.1338,-2.6,0.0093
"ethn_cat","Other","o","0","c19","unadj",-0.031,0.97,0.756,1.244,0.1271,-0.24,0.808
"ethn_cat","(Missing)","missing","0","c19","unadj",-0.706,0.494,0.298,0.819,0.2581,-2.73,0.0063
"bmi_cat","<18.5","<18.5","0","c19","unadj",-0.412,0.662,0.562,0.78,0.0835,-4.93,0
"bmi_cat","25-29.9","25-29.9","0","c19","unadj",0.016,1.016,0.952,1.086,0.0337,0.48,0.6286
"bmi_cat","30-39.9","30-39.9","0","c19","unadj",0.017,1.017,0.949,1.09,0.0354,0.48,0.6332
"bmi_cat","40+","40+","0","c19","unadj",-0.262,0.77,0.671,0.883,0.0703,-3.72,2e-04
"urban_rural_class","Rural","r","0","c19","unadj",0.1,1.105,1.04,1.174,0.0311,3.21,0.0013
"hh_cat","Alone","1","0","c19","unadj",-0.058,0.944,0.841,1.058,0.0585,-0.99,0.3222
"hh_cat","3 members","3","0","c19","unadj",-0.061,0.941,0.873,1.014,0.0383,-1.6,0.11
"hh_cat","4 members","4","0","c19","unadj",-0.207,0.813,0.748,0.884,0.0427,-4.84,0
"hh_cat","5 members","5","0","c19","unadj",-0.272,0.762,0.689,0.843,0.0516,-5.27,0
"hh_cat","6-10 members","6-10","0","c19","unadj",-0.374,0.688,0.621,0.762,0.0522,-7.17,0
"hh_cat","11+ members","11+","0","c19","unadj",-0.585,0.557,0.382,0.813,0.1929,-3.03,0.0024
"num_clinical_conditions_cat","1 condition","1","0","c19","unadj",-0.373,0.689,0.645,0.735,0.0331,-11.29,0
"num_clinical_conditions_cat","2 conditions","2","0","c19","unadj",-0.045,0.956,0.651,1.405,0.1965,-0.23,0.8195
"health_board","Betsi Cadwaladr University Health Board","bc","0","c19","unadj",-0.04,0.961,0.881,1.047,0.044,-0.91,0.3605
"health_board","Cardiff and Vale University Health Board","cv","0","c19","unadj",0.233,1.263,1.155,1.381,0.0456,5.12,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","c19","unadj",-0.082,0.922,0.843,1.007,0.0454,-1.8,0.0716
"health_board","Hywel Dda University Health Board","hd","0","c19","unadj",-0.042,0.958,0.865,1.062,0.0521,-0.81,0.4155
"health_board","Powys Teaching Health Board","pt","0","c19","unadj",0.117,1.124,0.921,1.371,0.1016,1.15,0.2508
"health_board","Swansea Bay University Health Board","sb","0","c19","unadj",-0.185,0.831,0.755,0.915,0.0492,-3.76,2e-04
"wimd2019_quintile","1st (Most deprived)","1","0","flu","unadj",-0.426,0.653,0.6,0.711,0.043,-9.9,0
"wimd2019_quintile","2nd","2","0","flu","unadj",-0.261,0.77,0.706,0.841,0.0446,-5.86,0
"wimd2019_quintile","3rd","3","0","flu","unadj",-0.118,0.889,0.812,0.973,0.046,-2.55,0.0107
"wimd2019_quintile","4th","4","0","flu","unadj",-0.036,0.965,0.88,1.058,0.0468,-0.76,0.4468
"age_cat","18-24","18-24","0","flu","unadj",-0.194,0.824,0.685,0.99,0.094,-2.07,0.0389
"age_cat","25-29","25-29","0","flu","unadj",-0.042,0.959,0.801,1.15,0.0923,-0.45,0.6529
"age_cat","30-34","30-34","0","flu","unadj",0.051,1.053,0.878,1.262,0.0923,0.56,0.5781
"age_cat","35-39","35-39","0","flu","unadj",0.061,1.062,0.879,1.283,0.0964,0.63,0.5298
"ethn_cat","Asian","a","0","flu","unadj",-0.12,0.887,0.762,1.032,0.0773,-1.55,0.1212
"ethn_cat","Black","b","0","flu","unadj",-0.367,0.693,0.512,0.938,0.1541,-2.38,0.0174
"ethn_cat","Mixed","m","0","flu","unadj",-0.346,0.708,0.549,0.913,0.1298,-2.66,0.0077
"ethn_cat","Other","o","0","flu","unadj",-0.217,0.805,0.627,1.032,0.1271,-1.71,0.087
"ethn_cat","(Missing)","missing","0","flu","unadj",-0.702,0.496,0.306,0.804,0.2468,-2.84,0.0045
"bmi_cat","<18.5","<18.5","0","flu","unadj",-0.474,0.623,0.53,0.732,0.0824,-5.75,0
"bmi_cat","25-29.9","25-29.9","0","flu","unadj",0.052,1.053,0.987,1.124,0.0333,1.56,0.1198
"bmi_cat","30-39.9","30-39.9","0","flu","unadj",0.068,1.07,1,1.146,0.035,1.95,0.0514
"bmi_cat","40+","40+","0","flu","unadj",0.291,1.338,1.174,1.526,0.0669,4.36,0
"urban_rural_class","Rural","r","0","flu","unadj",0.131,1.14,1.074,1.211,0.0307,4.28,0
"hh_cat","Alone","1","0","flu","unadj",-0.034,0.966,0.863,1.082,0.0578,-0.59,0.5555
"hh_cat","3 members","3","0","flu","unadj",-0.122,0.886,0.822,0.954,0.0379,-3.21,0.0013
"hh_cat","4 members","4","0","flu","unadj",-0.265,0.767,0.706,0.833,0.0422,-6.29,0
"hh_cat","5 members","5","0","flu","unadj",-0.318,0.728,0.659,0.804,0.0507,-6.26,0
"hh_cat","6-10 members","6-10","0","flu","unadj",-0.509,0.601,0.543,0.665,0.0515,-9.88,0
"hh_cat","11+ members","11+","0","flu","unadj",-0.848,0.428,0.293,0.627,0.1943,-4.36,0
"num_clinical_conditions_cat","1 condition","1","0","flu","unadj",0.318,1.375,1.292,1.463,0.0316,10.08,0
"num_clinical_conditions_cat","2 conditions","2","0","flu","unadj",0.43,1.537,1.052,2.245,0.1934,2.22,0.0263
"health_board","Betsi Cadwaladr University Health Board","bc","0","flu","unadj",0.012,1.012,0.93,1.102,0.0433,0.28,0.7826
"health_board","Cardiff and Vale University Health Board","cv","0","flu","unadj",0.066,1.069,0.978,1.168,0.0453,1.47,0.1425
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","unadj",-0.017,0.984,0.901,1.073,0.0446,-0.37,0.7093
"health_board","Hywel Dda University Health Board","hd","0","flu","unadj",-0.076,0.927,0.838,1.025,0.0514,-1.48,0.138
"health_board","Powys Teaching Health Board","pt","0","flu","unadj",0.378,1.459,1.198,1.778,0.1007,3.75,2e-04
"health_board","Swansea Bay University Health Board","sb","0","flu","unadj",-0.092,0.912,0.83,1.002,0.048,-1.92,0.0547
