"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"age_cat","50-65","50-65","2","c19","unadj",-1.044,0.352,0.33,0.375,0.0325,-32.09,0
"age_cat","65-80","65-80","2","c19","unadj",-0.088,0.916,0.855,0.981,0.0351,-2.5,0.0122
"gndr_cd","Male","1","2","c19","unadj",-0.275,0.759,0.742,0.778,0.0122,-22.55,0
"ethn_cat","Asian","a","2","c19","unadj",-0.755,0.47,0.429,0.515,0.0467,-16.16,0
"ethn_cat","Black","b","2","c19","unadj",-1.348,0.26,0.224,0.301,0.0758,-17.78,0
"ethn_cat","Mixed","m","2","c19","unadj",-1.201,0.301,0.261,0.347,0.0725,-16.58,0
"ethn_cat","Other","o","2","c19","unadj",-0.925,0.396,0.337,0.466,0.0829,-11.16,0
"bmi_cat","<18.5","<18.5","2","c19","unadj",-0.346,0.707,0.652,0.768,0.0418,-8.28,0
"bmi_cat","25-29.9","25-29.9","2","c19","unadj",0.355,1.427,1.383,1.472,0.0158,22.47,0
"bmi_cat","30-39.9","30-39.9","2","c19","unadj",0.48,1.615,1.565,1.667,0.016,29.98,0
"bmi_cat","40+","40+","2","c19","unadj",0.345,1.412,1.342,1.485,0.0258,13.36,0
"urban_rural_class","Rural","r","2","c19","unadj",0.081,1.084,1.054,1.114,0.0141,5.7,0
"hh_cat","Alone","1","2","c19","unadj",-0.348,0.706,0.68,0.733,0.0189,-18.37,0
"hh_cat","3 members","3","2","c19","unadj",-0.528,0.59,0.57,0.611,0.0179,-29.55,0
"hh_cat","4 members","4","2","c19","unadj",-0.824,0.439,0.423,0.456,0.0193,-42.72,0
"hh_cat","5 members","5","2","c19","unadj",-1.181,0.307,0.293,0.322,0.0241,-49.06,0
"hh_cat","6-10 members","6-10","2","c19","unadj",-1.484,0.227,0.216,0.238,0.0254,-58.37,0
"hh_cat","11+ members","11+","2","c19","unadj",-0.343,0.71,0.625,0.807,0.0652,-5.25,0
"num_clinical_conditions_cat","1 condition","1","2","c19","unadj",-0.475,0.622,0.607,0.638,0.0126,-37.66,0
"num_clinical_conditions_cat","2 conditions","2","2","c19","unadj",0.516,1.675,1.581,1.775,0.0295,17.52,0
"num_clinical_conditions_cat","3 conditions","3","2","c19","unadj",0.723,2.061,1.821,2.333,0.0632,11.45,0
"num_clinical_conditions_cat","4+ conditions","4+","2","c19","unadj",1.046,2.848,2.102,3.857,0.1548,6.76,0
"health_board","Betsi Cadwaladr University Health Board","bc","2","c19","unadj",-0.281,0.755,0.725,0.786,0.0205,-13.71,0
"health_board","Cardiff and Vale University Health Board","cv","2","c19","unadj",-0.563,0.57,0.543,0.597,0.0244,-23.08,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","2","c19","unadj",-0.103,0.902,0.869,0.937,0.0193,-5.32,0
"health_board","Hywel Dda University Health Board","hd","2","c19","unadj",-0.348,0.706,0.676,0.737,0.0221,-15.73,0
"health_board","Powys Teaching Health Board","pt","2","c19","unadj",-0.221,0.802,0.706,0.911,0.0651,-3.39,7e-04
"health_board","Swansea Bay University Health Board","sb","2","c19","unadj",-0.388,0.678,0.65,0.707,0.0213,-18.23,0
"age_cat","18-50","18-50","2","flu","unadj",-2.488,0.083,0.08,0.087,0.0212,-117.53,0
"age_cat","50-65","50-65","2","flu","unadj",-1.812,0.163,0.158,0.169,0.0179,-101.07,0
"age_cat","65-80","65-80","2","flu","unadj",-0.123,0.884,0.852,0.917,0.0186,-6.61,0
"gndr_cd","Male","1","2","flu","unadj",-0.229,0.795,0.782,0.809,0.0087,-26.44,0
"ethn_cat","Asian","a","2","flu","unadj",-0.412,0.663,0.611,0.719,0.0417,-9.88,0
"ethn_cat","Black","b","2","flu","unadj",-0.914,0.401,0.34,0.472,0.0836,-10.93,0
"ethn_cat","Mixed","m","2","flu","unadj",-0.948,0.387,0.332,0.452,0.0789,-12.02,0
"ethn_cat","Other","o","2","flu","unadj",-0.747,0.474,0.404,0.556,0.0818,-9.13,0
"bmi_cat","<18.5","<18.5","2","flu","unadj",-0.115,0.891,0.83,0.957,0.0364,-3.17,0.0015
"bmi_cat","25-29.9","25-29.9","2","flu","unadj",0.126,1.135,1.109,1.161,0.0118,10.7,0
"bmi_cat","30-39.9","30-39.9","2","flu","unadj",0.121,1.129,1.103,1.155,0.0117,10.35,0
"bmi_cat","40+","40+","2","flu","unadj",-0.096,0.908,0.875,0.942,0.0187,-5.17,0
"urban_rural_class","Rural","r","2","flu","unadj",0.11,1.116,1.095,1.138,0.0099,11.12,0
"hh_cat","Alone","1","2","flu","unadj",-0.169,0.844,0.824,0.865,0.0122,-13.89,0
"hh_cat","3 members","3","2","flu","unadj",-0.66,0.517,0.505,0.529,0.0121,-54.75,0
"hh_cat","4 members","4","2","flu","unadj",-1.081,0.339,0.33,0.349,0.0148,-72.8,0
"hh_cat","5 members","5","2","flu","unadj",-1.258,0.284,0.272,0.297,0.0219,-57.55,0
"hh_cat","6-10 members","6-10","2","flu","unadj",-1.23,0.292,0.279,0.307,0.0246,-50,0
"hh_cat","11+ members","11+","2","flu","unadj",0.284,1.328,1.216,1.451,0.0452,6.28,0
"num_clinical_conditions_cat","1 condition","1","2","flu","unadj",0.271,1.311,1.287,1.335,0.0093,29.13,0
"num_clinical_conditions_cat","2 conditions","2","2","flu","unadj",1.293,3.643,3.517,3.772,0.0178,72.5,0
"num_clinical_conditions_cat","3 conditions","3","2","flu","unadj",1.473,4.364,4.066,4.684,0.0361,40.82,0
"num_clinical_conditions_cat","4+ conditions","4+","2","flu","unadj",1.533,4.633,3.979,5.394,0.0776,19.76,0
"health_board","Betsi Cadwaladr University Health Board","bc","2","flu","unadj",-0.057,0.944,0.919,0.971,0.014,-4.08,0
"health_board","Cardiff and Vale University Health Board","cv","2","flu","unadj",-0.358,0.699,0.674,0.724,0.0183,-19.54,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","2","flu","unadj",-0.21,0.811,0.791,0.831,0.0128,-16.38,0
"health_board","Hywel Dda University Health Board","hd","2","flu","unadj",-0.145,0.865,0.839,0.891,0.0155,-9.39,0
"health_board","Powys Teaching Health Board","pt","2","flu","unadj",-0.184,0.832,0.76,0.91,0.046,-4,1e-04
"health_board","Swansea Bay University Health Board","sb","2","flu","unadj",-0.114,0.893,0.867,0.919,0.015,-7.59,0
