"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"hh_cat","3 members","3","4","c19","unadj",-0.605,0.546,0.526,0.567,0.0189,-32.03,0
"hh_cat","4 members","4","4","c19","unadj",-0.84,0.432,0.415,0.449,0.0203,-41.28,0
"hh_cat","5 members","5","4","c19","unadj",-1.234,0.291,0.277,0.306,0.0252,-48.88,0
"hh_cat","6-10 members","6-10","4","c19","unadj",-1.548,0.213,0.202,0.224,0.0255,-60.82,0
"hh_cat","11+ members","11+","4","c19","unadj",-0.761,0.467,0.418,0.522,0.0566,-13.45,0
"num_clinical_conditions_cat","1 condition","1","4","c19","unadj",-0.415,0.66,0.644,0.678,0.0133,-31.27,0
"num_clinical_conditions_cat","2 conditions","2","4","c19","unadj",0.602,1.825,1.711,1.948,0.0331,18.2,0
"num_clinical_conditions_cat","3 conditions","3","4","c19","unadj",0.84,2.316,2.005,2.675,0.0736,11.41,0
"num_clinical_conditions_cat","4+ conditions","4+","4","c19","unadj",0.916,2.5,1.779,3.513,0.1736,5.28,0
"health_board","Betsi Cadwaladr University Health Board","bc","4","c19","unadj",-0.167,0.846,0.813,0.882,0.0209,-7.99,0
"health_board","Cardiff and Vale University Health Board","cv","4","c19","unadj",-0.561,0.571,0.543,0.6,0.0253,-22.13,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","4","c19","unadj",-0.151,0.86,0.818,0.904,0.0254,-5.95,0
"health_board","Hywel Dda University Health Board","hd","4","c19","unadj",-0.301,0.74,0.71,0.771,0.0209,-14.43,0
"health_board","Powys Teaching Health Board","pt","4","c19","unadj",0.012,1.012,0.935,1.096,0.0404,0.3,0.7616
"health_board","Swansea Bay University Health Board","sb","4","c19","unadj",-0.39,0.677,0.645,0.711,0.0248,-15.72,0
"age_cat","18-50","18-50","4","flu","unadj",-2.533,0.079,0.076,0.083,0.0215,-117.77,0
"age_cat","50-65","50-65","4","flu","unadj",-1.845,0.158,0.153,0.163,0.0174,-106.31,0
"age_cat","65-80","65-80","4","flu","unadj",-0.144,0.866,0.836,0.897,0.0179,-8.04,0
"gndr_cd","Male","1","4","flu","unadj",-0.215,0.807,0.793,0.82,0.0086,-25.01,0
"ethn_cat","Asian","a","4","flu","unadj",-0.349,0.705,0.659,0.755,0.0347,-10.05,0
"ethn_cat","Black","b","4","flu","unadj",-1.157,0.314,0.259,0.381,0.0983,-11.77,0
"ethn_cat","Mixed","m","4","flu","unadj",-0.854,0.426,0.365,0.497,0.0791,-10.81,0
"ethn_cat","Other","o","4","flu","unadj",-0.878,0.415,0.356,0.485,0.079,-11.12,0
"bmi_cat","<18.5","<18.5","4","flu","unadj",-0.115,0.892,0.831,0.957,0.036,-3.18,0.0015
"bmi_cat","25-29.9","25-29.9","4","flu","unadj",0.111,1.117,1.092,1.142,0.0114,9.75,0
"bmi_cat","30-39.9","30-39.9","4","flu","unadj",0.09,1.094,1.07,1.119,0.0114,7.85,0
"bmi_cat","40+","40+","4","flu","unadj",-0.104,0.901,0.867,0.937,0.0199,-5.25,0
"urban_rural_class","Rural","r","4","flu","unadj",0.059,1.061,1.043,1.079,0.0087,6.85,0
"hh_cat","Alone","1","4","flu","unadj",-0.184,0.832,0.812,0.852,0.0124,-14.83,0
"hh_cat","3 members","3","4","flu","unadj",-0.707,0.493,0.481,0.505,0.0121,-58.68,0
"hh_cat","4 members","4","4","flu","unadj",-1.125,0.325,0.315,0.334,0.0146,-77.1,0
"hh_cat","5 members","5","4","flu","unadj",-1.279,0.278,0.267,0.29,0.0216,-59.25,0
"hh_cat","6-10 members","6-10","4","flu","unadj",-1.268,0.282,0.269,0.295,0.0233,-54.45,0
"hh_cat","11+ members","11+","4","flu","unadj",0.077,1.08,0.995,1.172,0.0417,1.84,0.0657
"num_clinical_conditions_cat","1 condition","1","4","flu","unadj",0.257,1.293,1.269,1.317,0.0093,27.61,0
"num_clinical_conditions_cat","2 conditions","2","4","flu","unadj",1.273,3.57,3.441,3.704,0.0188,67.73,0
"num_clinical_conditions_cat","3 conditions","3","4","flu","unadj",1.48,4.392,4.066,4.744,0.0393,37.64,0
"num_clinical_conditions_cat","4+ conditions","4+","4","flu","unadj",1.689,5.415,4.496,6.521,0.0949,17.8,0
"health_board","Betsi Cadwaladr University Health Board","bc","4","flu","unadj",-0.014,0.986,0.961,1.012,0.0131,-1.06,0.2877
"health_board","Cardiff and Vale University Health Board","cv","4","flu","unadj",-0.327,0.721,0.697,0.747,0.0178,-18.3,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","4","flu","unadj",-0.21,0.81,0.785,0.836,0.0162,-13,0
"health_board","Hywel Dda University Health Board","hd","4","flu","unadj",-0.136,0.873,0.85,0.896,0.0134,-10.1,0
"health_board","Powys Teaching Health Board","pt","4","flu","unadj",-0.229,0.795,0.758,0.835,0.0248,-9.24,0
"health_board","Swansea Bay University Health Board","sb","4","flu","unadj",-0.182,0.833,0.807,0.861,0.0167,-10.94,0
