"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"health_board","Cardiff and Vale University Health Board","cv","0","flu","adj",0.037,1.038,0.959,1.124,0.0406,0.92,0.3586
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","adj",-0.064,0.938,0.869,1.013,0.0392,-1.63,0.1038
"health_board","Hywel Dda University Health Board","hd","0","flu","adj",-0.17,0.844,0.77,0.925,0.0469,-3.62,3e-04
"health_board","Powys Teaching Health Board","pt","0","flu","adj",0.12,1.128,0.945,1.347,0.0904,1.33,0.1832
"health_board","Swansea Bay University Health Board","sb","0","flu","adj",-0.049,0.953,0.878,1.034,0.0418,-1.16,0.2461
"wimd2019_quintile","1st (Most deprived)","1","0","c19","unadj",-0.622,0.537,0.496,0.581,0.0405,-15.35,0
"wimd2019_quintile","2nd","2","0","c19","unadj",-0.409,0.664,0.612,0.72,0.0414,-9.9,0
"wimd2019_quintile","3rd","3","0","c19","unadj",-0.262,0.77,0.709,0.836,0.0421,-6.21,0
"wimd2019_quintile","4th","4","0","c19","unadj",-0.136,0.873,0.803,0.948,0.0425,-3.21,0.0013
"age_cat","18-24","18-24","0","c19","unadj",-0.368,0.692,0.583,0.821,0.0873,-4.22,0
"age_cat","25-29","25-29","0","c19","unadj",-0.118,0.889,0.753,1.049,0.0848,-1.39,0.1634
"age_cat","30-34","30-34","0","c19","unadj",0.095,1.1,0.932,1.298,0.0844,1.13,0.2594
"age_cat","35-39","35-39","0","c19","unadj",0.095,1.1,0.926,1.306,0.0879,1.08,0.2791
"ethn_cat","Asian","a","0","c19","unadj",0.037,1.038,0.903,1.193,0.0709,0.53,0.5981
"ethn_cat","Black","b","0","c19","unadj",-0.449,0.638,0.473,0.862,0.1534,-2.93,0.0034
"ethn_cat","Mixed","m","0","c19","unadj",-0.336,0.714,0.556,0.918,0.1278,-2.63,0.0085
"ethn_cat","Other","o","0","c19","unadj",-0.254,0.776,0.616,0.976,0.1173,-2.17,0.0303
"bmi_cat","<18.5","<18.5","0","c19","unadj",-0.271,0.762,0.653,0.891,0.0794,-3.42,6e-04
"bmi_cat","25-29.9","25-29.9","0","c19","unadj",0.047,1.048,0.986,1.115,0.0315,1.5,0.1341
"bmi_cat","30-39.9","30-39.9","0","c19","unadj",0.051,1.053,0.987,1.123,0.0331,1.55,0.1212
"bmi_cat","40+","40+","0","c19","unadj",0.053,1.055,0.923,1.205,0.0681,0.78,0.4339
"urban_rural_class","Rural","r","0","c19","unadj",0.086,1.09,1.029,1.154,0.0291,2.95,0.0032
"hh_cat","Alone","1","0","c19","unadj",-0.095,0.91,0.818,1.011,0.054,-1.75,0.08
"hh_cat","3 members","3","0","c19","unadj",0.007,1.007,0.939,1.079,0.0354,0.19,0.8532
"hh_cat","4 members","4","0","c19","unadj",-0.083,0.92,0.851,0.995,0.04,-2.09,0.037
"hh_cat","5 members","5","0","c19","unadj",-0.142,0.867,0.788,0.954,0.0486,-2.93,0.0034
"hh_cat","6-10 members","6-10","0","c19","unadj",-0.234,0.792,0.718,0.873,0.0497,-4.7,0
"hh_cat","11+ members","11+","0","c19","unadj",-0.463,0.629,0.436,0.908,0.1872,-2.48,0.0133
"num_clinical_conditions_cat","1 condition","1","0","c19","unadj",0.045,1.046,0.981,1.116,0.0329,1.37,0.1718
"num_clinical_conditions_cat","2 conditions","2","0","c19","unadj",0.273,1.314,0.899,1.919,0.1934,1.41,0.1585
"health_board","Betsi Cadwaladr University Health Board","bc","0","c19","unadj",-0.045,0.956,0.882,1.037,0.0414,-1.09,0.2775
"health_board","Cardiff and Vale University Health Board","cv","0","c19","unadj",0.221,1.247,1.148,1.354,0.0421,5.24,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","c19","unadj",-0.075,0.928,0.853,1.009,0.0427,-1.75,0.0806
"health_board","Hywel Dda University Health Board","hd","0","c19","unadj",-0.04,0.961,0.872,1.057,0.049,-0.82,0.4112
"health_board","Powys Teaching Health Board","pt","0","c19","unadj",0.096,1.1,0.913,1.326,0.0951,1,0.3154
"health_board","Swansea Bay University Health Board","sb","0","c19","unadj",-0.187,0.83,0.757,0.909,0.0465,-4.02,1e-04
"wimd2019_quintile","1st (Most deprived)","1","0","flu","unadj",-0.458,0.632,0.588,0.68,0.037,-12.39,0
"wimd2019_quintile","2nd","2","0","flu","unadj",-0.31,0.733,0.68,0.791,0.0384,-8.08,0
"wimd2019_quintile","3rd","3","0","flu","unadj",-0.18,0.836,0.773,0.903,0.0395,-4.55,0
"wimd2019_quintile","4th","4","0","flu","unadj",-0.028,0.972,0.898,1.052,0.0403,-0.7,0.4845
"age_cat","18-24","18-24","0","flu","unadj",-0.082,0.921,0.788,1.077,0.0795,-1.03,0.3031
"age_cat","25-29","25-29","0","flu","unadj",0.032,1.033,0.887,1.203,0.0778,0.41,0.6796
"age_cat","30-34","30-34","0","flu","unadj",0.128,1.136,0.976,1.323,0.0777,1.64,0.1004
"age_cat","35-39","35-39","0","flu","unadj",0.08,1.083,0.924,1.27,0.081,0.99,0.3235
"ethn_cat","Asian","a","0","flu","unadj",-0.021,0.979,0.862,1.112,0.0649,-0.32,0.7481
"ethn_cat","Black","b","0","flu","unadj",-0.206,0.814,0.636,1.042,0.1259,-1.63,0.1023
"ethn_cat","Mixed","m","0","flu","unadj",-0.457,0.633,0.509,0.787,0.1113,-4.11,0
"ethn_cat","Other","o","0","flu","unadj",-0.214,0.807,0.661,0.985,0.1017,-2.11,0.035
"bmi_cat","<18.5","<18.5","0","flu","unadj",-0.324,0.723,0.632,0.828,0.069,-4.7,0
"bmi_cat","25-29.9","25-29.9","0","flu","unadj",0.041,1.042,0.985,1.102,0.0286,1.42,0.1544
"bmi_cat","30-39.9","30-39.9","0","flu","unadj",0.03,1.031,0.972,1.093,0.03,1,0.3166
"bmi_cat","40+","40+","0","flu","unadj",-0.076,0.927,0.82,1.047,0.0623,-1.22,0.2222
"urban_rural_class","Rural","r","0","flu","unadj",0.119,1.126,1.069,1.186,0.0266,4.46,0
"hh_cat","Alone","1","0","flu","unadj",-0.042,0.959,0.871,1.055,0.0488,-0.86,0.3888
"hh_cat","3 members","3","0","flu","unadj",-0.108,0.898,0.842,0.957,0.0325,-3.33,9e-04
"hh_cat","4 members","4","0","flu","unadj",-0.277,0.758,0.706,0.815,0.0364,-7.59,0
"hh_cat","5 members","5","0","flu","unadj",-0.333,0.717,0.657,0.781,0.0439,-7.59,0
"hh_cat","6-10 members","6-10","0","flu","unadj",-0.533,0.587,0.537,0.641,0.0448,-11.91,0
"hh_cat","11+ members","11+","0","flu","unadj",-0.965,0.381,0.274,0.531,0.1693,-5.7,0
"num_clinical_conditions_cat","1 condition","1","0","flu","unadj",0.004,1.004,0.946,1.065,0.03,0.13,0.8998
"num_clinical_conditions_cat","2 conditions","2","0","flu","unadj",-0.095,0.909,0.633,1.306,0.1849,-0.52,0.6062
"health_board","Betsi Cadwaladr University Health Board","bc","0","flu","unadj",0.024,1.024,0.952,1.102,0.0374,0.64,0.5209
"health_board","Cardiff and Vale University Health Board","cv","0","flu","unadj",0.07,1.073,0.994,1.158,0.0391,1.8,0.0715
"health_board","Cwm Taf Morgannwg University Health Board","ct","0","flu","unadj",-0.032,0.969,0.898,1.045,0.0386,-0.82,0.4125
"health_board","Hywel Dda University Health Board","hd","0","flu","unadj",-0.06,0.942,0.864,1.028,0.0444,-1.34,0.1799
"health_board","Powys Teaching Health Board","pt","0","flu","unadj",0.275,1.316,1.108,1.565,0.0881,3.12,0.0018
"health_board","Swansea Bay University Health Board","sb","0","flu","unadj",-0.018,0.982,0.906,1.065,0.0413,-0.44,0.6571
